instrument,uuid4,file_path,test_train_val,new_file_path,effect_applied,wet_dry,parameter,parameter_value,split,rms_energy_mean,rms_energy_std,spectral_flatness_mean,spectral_flatness_std,effect,label,true_label,pred_label,is_wrong,wet_audio_rel_path,wet_exists,file_name,wet_parent_folder,dry_exists,intensity
piano,ce40ebb0-a302-5d88-f50e-fc802044ffa7,./Medley-solos-DB/Medley-solos-DB_test-4_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,test,dry/dry_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,dry,1,none,{},test,0.092996255,0.057397213,0.000171626,0.000351078,dry,3,dry,distortion,TRUE,dry/dry_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,TRUE,dry_ce40ebb0-a302-5d88-f50e-fc802044ffa7.wav,dry,TRUE,none
female singer,80c2fb9c-311c-57f5-fe9d-c21d74aad7b8,./Medley-solos-DB/Medley-solos-DB_test-2_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,test,dry/dry_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,dry,1,none,{},test,0.017742187,0.014652328,0.023179328,0.037231158,dry,3,dry,distortion,TRUE,dry/dry_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,TRUE,dry_80c2fb9c-311c-57f5-fe9d-c21d74aad7b8.wav,dry,TRUE,none
violin,1b4c6c99-dad9-5105-f476-bd5295093f0c,./Medley-solos-DB/Medley-solos-DB_test-7_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,test,dry/dry_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,dry,1,none,{},test,0.020331908,0.009346936,0.005479942,0.00640961,dry,3,dry,chorus,TRUE,dry/dry_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,TRUE,dry_1b4c6c99-dad9-5105-f476-bd5295093f0c.wav,dry,TRUE,none
violin,9590b29a-064b-552f-f082-d60ffc62eb3f,./Medley-solos-DB/Medley-solos-DB_training-7_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,test,dry/dry_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,dry,1,none,{},test,0.014202777,0.015389709,0.380544394,0.484802812,dry,3,dry,dry,FALSE,dry/dry_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,TRUE,dry_9590b29a-064b-552f-f082-d60ffc62eb3f.wav,dry,TRUE,none
piano,ec4a558a-d407-58a6-f506-ac2b3bb67335,./Medley-solos-DB/Medley-solos-DB_validation-4_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,test,dry/dry_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,dry,1,none,{},test,0.024711819,0.004258287,2.94E-05,0.00012877,dry,3,dry,dry,FALSE,dry/dry_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,TRUE,dry_ec4a558a-d407-58a6-f506-ac2b3bb67335.wav,dry,TRUE,none
violin,c0183ac2-cc64-5618-f039-27af2f0aec3c,./Medley-solos-DB/Medley-solos-DB_test-7_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,test,dry/dry_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,dry,1,none,{},test,0.049774811,0.011888272,0.001233426,0.002040551,dry,3,dry,dry,FALSE,dry/dry_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,TRUE,dry_c0183ac2-cc64-5618-f039-27af2f0aec3c.wav,dry,TRUE,none
female singer,891ce5b1-e92b-5be4-f239-cb4ada4dac28,./Medley-solos-DB/Medley-solos-DB_test-2_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,test,dry/dry_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,dry,1,none,{},test,0.086475194,0.035382438,0.02647255,0.040911004,dry,3,dry,delay,TRUE,dry/dry_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,TRUE,dry_891ce5b1-e92b-5be4-f239-cb4ada4dac28.wav,dry,TRUE,none
clarinet,a322f275-28ee-5f25-ffaf-b6dcc1c50c3a,./Medley-solos-DB/Medley-solos-DB_test-0_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,test,dry/dry_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,dry,1,none,{},test,0.022960981,0.01559753,0.000145332,0.000525989,dry,3,dry,dry,FALSE,dry/dry_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,TRUE,dry_a322f275-28ee-5f25-ffaf-b6dcc1c50c3a.wav,dry,TRUE,none
violin,a49e3c97-b432-5d25-fed3-639fa92b18f0,./Medley-solos-DB/Medley-solos-DB_training-7_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,test,dry/dry_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,dry,1,none,{},test,0.004210286,0.001139102,0.001471067,0.001653991,dry,3,dry,dry,FALSE,dry/dry_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,TRUE,dry_a49e3c97-b432-5d25-fed3-639fa92b18f0.wav,dry,TRUE,none
violin,f6f58d64-98be-5c5f-fca5-8ec61c19679d,./Medley-solos-DB/Medley-solos-DB_training-7_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,test,dry/dry_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,dry,1,none,{},test,0.006533818,0.005974995,0.003205118,0.006888095,dry,3,dry,delay,TRUE,dry/dry_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,TRUE,dry_f6f58d64-98be-5c5f-fca5-8ec61c19679d.wav,dry,TRUE,none
violin,282915fd-65ec-5f77-f647-9f5b08e2f1d0,./Medley-solos-DB/Medley-solos-DB_training-7_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,test,dry/dry_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,dry,1,none,{},test,0.006644698,0.003655512,0.003801374,0.003872808,dry,3,dry,dry,FALSE,dry/dry_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,TRUE,dry_282915fd-65ec-5f77-f647-9f5b08e2f1d0.wav,dry,TRUE,none
piano,6f956d4d-a804-5e0a-f0d9-0bbb32497be6,./Medley-solos-DB/Medley-solos-DB_validation-4_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,test,dry/dry_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,dry,1,none,{},test,0.009938351,0.012326011,4.23E-05,0.000109373,dry,3,dry,dry,FALSE,dry/dry_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,TRUE,dry_6f956d4d-a804-5e0a-f0d9-0bbb32497be6.wav,dry,TRUE,none
trumpet,fba27730-ade8-52e3-fbb6-d37896af0ec0,./Medley-solos-DB/Medley-solos-DB_test-6_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,test,dry/dry_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,dry,1,none,{},test,0.024337618,0.010714696,0.000380556,0.002086249,dry,3,dry,dry,FALSE,dry/dry_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,TRUE,dry_fba27730-ade8-52e3-fbb6-d37896af0ec0.wav,dry,TRUE,none
piano,95a762ad-d9f5-5a5f-feea-a7a85a81dc62,./Medley-solos-DB/Medley-solos-DB_test-4_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,test,dry/dry_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,dry,1,none,{},test,0.012788706,0.002587174,8.05E-05,0.000619267,dry,3,dry,chorus,TRUE,dry/dry_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,TRUE,dry_95a762ad-d9f5-5a5f-feea-a7a85a81dc62.wav,dry,TRUE,none
violin,c7c9db11-15ac-5ad0-fa61-53daaa4de654,./Medley-solos-DB/Medley-solos-DB_validation-7_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,test,dry/dry_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,dry,1,none,{},test,0.003063141,0.001171682,0.001892431,0.002084689,dry,3,dry,delay,TRUE,dry/dry_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,TRUE,dry_c7c9db11-15ac-5ad0-fa61-53daaa4de654.wav,dry,TRUE,none
piano,4c818358-4bc4-5418-f4ea-a2744fdaf340,./Medley-solos-DB/Medley-solos-DB_test-4_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,test,dry/dry_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,dry,1,none,{},test,0.121172942,0.051453002,0.000102887,0.000553467,dry,3,dry,distortion,TRUE,dry/dry_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,TRUE,dry_4c818358-4bc4-5418-f4ea-a2744fdaf340.wav,dry,TRUE,none
piano,383b9423-b9f3-5e35-fd3e-8f9c7d25d83d,./Medley-solos-DB/Medley-solos-DB_training-4_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,test,dry/dry_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,dry,1,none,{},test,0.027539823,0.013821767,0.000322004,0.000784016,dry,3,dry,reverb,TRUE,dry/dry_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,TRUE,dry_383b9423-b9f3-5e35-fd3e-8f9c7d25d83d.wav,dry,TRUE,none
tenor saxophone,1b9df29f-ee81-5be8-f64c-ba29c75a4bfd,./Medley-solos-DB/Medley-solos-DB_test-5_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,test,dry/dry_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,dry,1,none,{},test,0.092347458,0.059905898,0.000754909,0.001024431,dry,3,dry,distortion,TRUE,dry/dry_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,TRUE,dry_1b9df29f-ee81-5be8-f64c-ba29c75a4bfd.wav,dry,TRUE,none
flute,5aaf2db9-5599-5dda-f814-d1c70b3c2b03,./Medley-solos-DB/Medley-solos-DB_validation-3_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,test,dry/dry_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,dry,1,none,{},test,0.022632955,0.006534383,0.002624368,0.015429216,dry,3,dry,delay,TRUE,dry/dry_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,TRUE,dry_5aaf2db9-5599-5dda-f814-d1c70b3c2b03.wav,dry,TRUE,none
violin,e14f1143-b299-563b-fd00-ed5a1d63eb59,./Medley-solos-DB/Medley-solos-DB_validation-7_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,test,dry/dry_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,dry,1,none,{},test,0.001013807,0.000481693,0.00093788,0.000729356,dry,3,dry,dry,FALSE,dry/dry_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,TRUE,dry_e14f1143-b299-563b-fd00-ed5a1d63eb59.wav,dry,TRUE,none
female singer,b05c9170-baaa-5896-f51f-453fd6364116,./Medley-solos-DB/Medley-solos-DB_test-2_b05c9170-baaa-5896-f51f-453fd6364116.wav,test,dry/dry_b05c9170-baaa-5896-f51f-453fd6364116.wav,dry,1,none,{},test,0.049548045,0.027949769,0.023760699,0.060087834,dry,3,dry,distortion,TRUE,dry/dry_b05c9170-baaa-5896-f51f-453fd6364116.wav,TRUE,dry_b05c9170-baaa-5896-f51f-453fd6364116.wav,dry,TRUE,none
piano,2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9,./Medley-solos-DB/Medley-solos-DB_test-4_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,test,dry/dry_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,dry,1,none,{},test,0.036196597,0.01889416,8.78E-05,0.000543392,dry,3,dry,distortion,TRUE,dry/dry_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,TRUE,dry_2d9f17f6-ccc5-5322-f9d4-cfedf96fc8b9.wav,dry,TRUE,none
piano,6f3edd9d-eab3-56a7-f38b-ec01a180ceef,./Medley-solos-DB/Medley-solos-DB_validation-4_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,test,dry/dry_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,dry,1,none,{},test,0.003146697,0.001881563,0.000143554,0.000663739,dry,3,dry,dry,FALSE,dry/dry_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,TRUE,dry_6f3edd9d-eab3-56a7-f38b-ec01a180ceef.wav,dry,TRUE,none
piano,e9acf4bf-e165-5804-f216-610363630db9,./Medley-solos-DB/Medley-solos-DB_test-4_e9acf4bf-e165-5804-f216-610363630db9.wav,test,dry/dry_e9acf4bf-e165-5804-f216-610363630db9.wav,dry,1,none,{},test,0.107597008,0.031565502,0.000398611,0.000669381,dry,3,dry,dry,FALSE,dry/dry_e9acf4bf-e165-5804-f216-610363630db9.wav,TRUE,dry_e9acf4bf-e165-5804-f216-610363630db9.wav,dry,TRUE,none
piano,dcb1a3ff-a57a-5059-f024-6883a5bec3d4,./Medley-solos-DB/Medley-solos-DB_test-4_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,test,dry/dry_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,dry,1,none,{},test,0.039008815,0.011536173,6.68E-05,0.000351878,dry,3,dry,chorus,TRUE,dry/dry_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,TRUE,dry_dcb1a3ff-a57a-5059-f024-6883a5bec3d4.wav,dry,TRUE,none
violin,3904edc2-5ce9-5966-f4b1-51449f06852a,./Medley-solos-DB/Medley-solos-DB_training-7_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,test,dry/dry_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,dry,1,none,{},test,0.00904262,0.005588201,0.002497522,0.002899735,dry,3,dry,dry,FALSE,dry/dry_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,TRUE,dry_3904edc2-5ce9-5966-f4b1-51449f06852a.wav,dry,TRUE,none
flute,27f1e205-3a83-51f0-fdd3-1a757436a5fa,./Medley-solos-DB/Medley-solos-DB_test-3_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,test,dry/dry_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,dry,1,none,{},test,0.003194843,0.001164483,0.000147321,0.00055091,dry,3,dry,distortion,TRUE,dry/dry_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,TRUE,dry_27f1e205-3a83-51f0-fdd3-1a757436a5fa.wav,dry,TRUE,none
piano,d51014de-ccf0-5e86-f9d1-2d1a3b7669b2,./Medley-solos-DB/Medley-solos-DB_test-4_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,test,dry/dry_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,dry,1,none,{},test,0.037961628,0.026841901,8.13E-05,0.000487078,dry,3,dry,dry,FALSE,dry/dry_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,TRUE,dry_d51014de-ccf0-5e86-f9d1-2d1a3b7669b2.wav,dry,TRUE,none
violin,a2aad01e-5273-5ff6-f2f4-e58b1c09fa42,./Medley-solos-DB/Medley-solos-DB_test-7_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,test,dry/dry_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,dry,1,none,{},test,0.011257102,0.005656058,0.001067158,0.001271354,dry,3,dry,delay,TRUE,dry/dry_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,TRUE,dry_a2aad01e-5273-5ff6-f2f4-e58b1c09fa42.wav,dry,TRUE,none
flute,cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1,./Medley-solos-DB/Medley-solos-DB_test-3_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,test,dry/dry_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,dry,1,none,{},test,0.039499477,0.034701195,0.000304833,0.000442977,dry,3,dry,reverb,TRUE,dry/dry_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,TRUE,dry_cab79bf0-ddaf-5122-fc9b-9271f5f8a9d1.wav,dry,TRUE,none
piano,244a9d58-bc67-57a3-f9dd-52d8293877c1,./Medley-solos-DB/Medley-solos-DB_test-4_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,test,dry/dry_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,dry,1,none,{},test,0.143362299,0.037879698,8.37E-05,0.00011039,dry,3,dry,distortion,TRUE,dry/dry_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,TRUE,dry_244a9d58-bc67-57a3-f9dd-52d8293877c1.wav,dry,TRUE,none
trumpet,e7720749-5673-512b-fcd9-331fc7e6d925,./Medley-solos-DB/Medley-solos-DB_training-6_e7720749-5673-512b-fcd9-331fc7e6d925.wav,test,dry/dry_e7720749-5673-512b-fcd9-331fc7e6d925.wav,dry,1,none,{},test,0.033430569,0.03295419,0.353393942,0.473338574,dry,3,dry,dry,FALSE,dry/dry_e7720749-5673-512b-fcd9-331fc7e6d925.wav,TRUE,dry_e7720749-5673-512b-fcd9-331fc7e6d925.wav,dry,TRUE,none
trumpet,ac76dea2-449e-5c3d-f06f-fa9df35f35f4,./Medley-solos-DB/Medley-solos-DB_test-6_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,test,dry/dry_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,dry,1,none,{},test,0.153845355,0.064632297,0.000272036,0.000618524,dry,3,dry,dry,FALSE,dry/dry_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,TRUE,dry_ac76dea2-449e-5c3d-f06f-fa9df35f35f4.wav,dry,TRUE,none
female singer,a2b8ebd8-3be6-5a37-f504-226f12edd6d7,./Medley-solos-DB/Medley-solos-DB_test-2_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,test,dry/dry_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,dry,1,none,{},test,0.002941297,0.002598729,0.047360335,0.095475093,dry,3,dry,reverb,TRUE,dry/dry_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,TRUE,dry_a2b8ebd8-3be6-5a37-f504-226f12edd6d7.wav,dry,TRUE,none
flute,0e6ff572-f296-5992-fe9e-de26a93e7fed,./Medley-solos-DB/Medley-solos-DB_test-3_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,test,dry/dry_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,dry,1,none,{},test,0.009693301,0.005284689,0.000621562,0.001275712,dry,3,dry,dry,FALSE,dry/dry_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,TRUE,dry_0e6ff572-f296-5992-fe9e-de26a93e7fed.wav,dry,TRUE,none
flute,d8904fc0-b23c-5a14-f8f5-892ee22bf998,./Medley-solos-DB/Medley-solos-DB_test-3_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,test,dry/dry_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,dry,1,none,{},test,0.015574797,0.008508604,0.001448363,0.002921898,dry,3,dry,dry,FALSE,dry/dry_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,TRUE,dry_d8904fc0-b23c-5a14-f8f5-892ee22bf998.wav,dry,TRUE,none
flute,0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e,./Medley-solos-DB/Medley-solos-DB_test-3_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,test,dry/dry_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,dry,1,none,{},test,0.003368211,0.00169738,0.000123356,0.000353353,dry,3,dry,dry,FALSE,dry/dry_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,TRUE,dry_0cf918ee-1ce9-57a4-f8ca-0d6d79c90b5e.wav,dry,TRUE,none
flute,f9225b68-2865-5d07-fdd0-86b68913deff,./Medley-solos-DB/Medley-solos-DB_test-3_f9225b68-2865-5d07-fdd0-86b68913deff.wav,test,dry/dry_f9225b68-2865-5d07-fdd0-86b68913deff.wav,dry,1,none,{},test,0.037747219,0.025389727,0.001239107,0.001813528,dry,3,dry,distortion,TRUE,dry/dry_f9225b68-2865-5d07-fdd0-86b68913deff.wav,TRUE,dry_f9225b68-2865-5d07-fdd0-86b68913deff.wav,dry,TRUE,none
piano,42e4d151-281b-5aa4-fee0-6079bf0190b7,./Medley-solos-DB/Medley-solos-DB_validation-4_42e4d151-281b-5aa4-fee0-6079bf0190b7.wav,test,dry/dry_42e4d151-281b-5aa4-fee0-6079bf0190b7.wav,dry,1,none,{},test,0.027131163,0.012945414,8.70E-05,0.000794256,dry,3,dry,dry,FALSE,dry/dry_42e4d151-281b-5aa4-fee0-6079bf0190b7.wav,TRUE,dry_42e4d151-281b-5aa4-fee0-6079bf0190b7.wav,dry,TRUE,none
violin,c3f6ebe1-de57-5c73-fd1e-bb23169c69ad,./Medley-solos-DB/Medley-solos-DB_test-7_c3f6ebe1-de57-5c73-fd1e-bb23169c69ad.wav,test,dry/dry_c3f6ebe1-de57-5c73-fd1e-bb23169c69ad.wav,dry,1,none,{},test,0.084143288,0.078068316,0.003440267,0.005382732,dry,3,dry,distortion,TRUE,dry/dry_c3f6ebe1-de57-5c73-fd1e-bb23169c69ad.wav,TRUE,dry_c3f6ebe1-de57-5c73-fd1e-bb23169c69ad.wav,dry,TRUE,none
violin,bdeab509-693b-543b-f75c-36b34b686649,./Medley-solos-DB/Medley-solos-DB_training-7_bdeab509-693b-543b-f75c-36b34b686649.wav,test,dry/dry_bdeab509-693b-543b-f75c-36b34b686649.wav,dry,1,none,{},test,0.025058154,0.006711076,0.001752708,0.002557618,dry,3,dry,delay,TRUE,dry/dry_bdeab509-693b-543b-f75c-36b34b686649.wav,TRUE,dry_bdeab509-693b-543b-f75c-36b34b686649.wav,dry,TRUE,none
tenor saxophone,0963b784-30f7-5356-ff5f-17fdb79f9fb4,./Medley-solos-DB/Medley-solos-DB_test-5_0963b784-30f7-5356-ff5f-17fdb79f9fb4.wav,test,dry/dry_0963b784-30f7-5356-ff5f-17fdb79f9fb4.wav,dry,1,none,{},test,0.095371746,0.055782378,0.001146578,0.001162096,dry,3,dry,dry,FALSE,dry/dry_0963b784-30f7-5356-ff5f-17fdb79f9fb4.wav,TRUE,dry_0963b784-30f7-5356-ff5f-17fdb79f9fb4.wav,dry,TRUE,none
